timestamp,class_name,confidence,plate_text,vehicle_img,plate_img
20250720_205134,car,0.4578132927417755,,detections\vehicle_20250720_205134_car.jpg,detections\plate_20250720_205134.jpg
20250720_205134,car,0.8981563448905945,,detections\vehicle_20250720_205134_car.jpg,detections\plate_20250720_205134.jpg
20250720_205134,car,0.9168312549591064,,detections\vehicle_20250720_205134_car.jpg,detections\plate_20250720_205134.jpg
20250720_205135,car,0.5380303263664246,,detections\vehicle_20250720_205135_car.jpg,detections\plate_20250720_205135.jpg
20250720_205135,car,0.7464843988418579,,detections\vehicle_20250720_205135_car.jpg,detections\plate_20250720_205135.jpg
20250720_205135,car,0.8219876885414124,2,detections\vehicle_20250720_205135_car.jpg,detections\plate_20250720_205135.jpg
20250720_205135,car,0.8806968927383423,,detections\vehicle_20250720_205135_car.jpg,detections\plate_20250720_205135.jpg
20250720_205135,car,0.9213640689849854,,detections\vehicle_20250720_205135_car.jpg,detections\plate_20250720_205135.jpg
20250720_205136,car,0.9005731344223022,,detections\vehicle_20250720_205136_car.jpg,detections\plate_20250720_205136.jpg
20250720_205136,car,0.9083312749862671,,detections\vehicle_20250720_205136_car.jpg,detections\plate_20250720_205136.jpg
20250720_205136,car,0.820486843585968,,detections\vehicle_20250720_205136_car.jpg,detections\plate_20250720_205136.jpg
20250720_205136,car,0.8906243443489075,,detections\vehicle_20250720_205136_car.jpg,detections\plate_20250720_205136.jpg
20250720_205136,car,0.5823613405227661,,detections\vehicle_20250720_205136_car.jpg,detections\plate_20250720_205136.jpg
20250720_205136,car,0.8527413606643677,,detections\vehicle_20250720_205136_car.jpg,detections\plate_20250720_205136.jpg
20250720_205137,bus,0.2794688940048218,,detections\vehicle_20250720_205137_bus.jpg,detections\plate_20250720_205137.jpg
20250720_205137,car,0.8132570385932922,,detections\vehicle_20250720_205137_car.jpg,detections\plate_20250720_205137.jpg
20250720_205137,car,0.8602623343467712,24,detections\vehicle_20250720_205137_car.jpg,detections\plate_20250720_205137.jpg
20250720_205137,car,0.8868226408958435,,detections\vehicle_20250720_205137_car.jpg,detections\plate_20250720_205137.jpg
20250720_205137,car,0.903490424156189,,detections\vehicle_20250720_205137_car.jpg,detections\plate_20250720_205137.jpg
20250720_205138,car,0.3159547746181488,,detections\vehicle_20250720_205138_car.jpg,detections\plate_20250720_205138.jpg
20250720_205138,car,0.40564072132110596,,detections\vehicle_20250720_205138_car.jpg,detections\plate_20250720_205138.jpg
20250720_205138,car,0.43583524227142334,,detections\vehicle_20250720_205138_car.jpg,detections\plate_20250720_205138.jpg
20250720_205139,car,0.648844301700592,,detections\vehicle_20250720_205139_car.jpg,detections\plate_20250720_205139.jpg
20250720_205139,car,0.695639431476593,,detections\vehicle_20250720_205139_car.jpg,detections\plate_20250720_205139.jpg
20250720_205139,car,0.798379123210907,,detections\vehicle_20250720_205139_car.jpg,detections\plate_20250720_205139.jpg
20250720_205139,car,0.3502693772315979,,detections\vehicle_20250720_205139_car.jpg,detections\plate_20250720_205139.jpg
20250720_205139,car,0.777229905128479,,detections\vehicle_20250720_205139_car.jpg,detections\plate_20250720_205139.jpg
20250720_205139,car,0.2937558889389038,,detections\vehicle_20250720_205139_car.jpg,detections\plate_20250720_205139.jpg
20250720_205139,car,0.6996260285377502,,detections\vehicle_20250720_205139_car.jpg,detections\plate_20250720_205139.jpg
20250720_205140,car,0.6539272665977478,,detections\vehicle_20250720_205140_car.jpg,detections\plate_20250720_205140.jpg
20250720_205140,car,0.6510679721832275,,detections\vehicle_20250720_205140_car.jpg,detections\plate_20250720_205140.jpg
20250720_205212,bus,0.27285435795783997,LL,detections\vehicle_20250720_205212_bus.jpg,detections\plate_20250720_205212.jpg
20250720_205218,car,0.25602301955223083,E,detections\vehicle_20250720_205218_car.jpg,detections\plate_20250720_205218.jpg
20250720_205415,car,0.29995113611221313,,detections\vehicle_20250720_205415_car.jpg,detections\plate_20250720_205415.jpg
20250720_205417,car,0.28568199276924133,S,detections\vehicle_20250720_205417_car.jpg,detections\plate_20250720_205417.jpg
20250720_205423,car,0.2938954532146454,,detections\vehicle_20250720_205423_car.jpg,detections\plate_20250720_205423.jpg
20250720_205424,car,0.7833207249641418,,detections\vehicle_20250720_205424_car.jpg,detections\plate_20250720_205424.jpg
20250720_205424,car,0.9337314367294312,,detections\vehicle_20250720_205424_car.jpg,detections\plate_20250720_205424.jpg
20250720_205424,car,0.888167679309845,,detections\vehicle_20250720_205424_car.jpg,detections\plate_20250720_205424.jpg
20250720_205424,car,0.8096616268157959,,detections\vehicle_20250720_205424_car.jpg,detections\plate_20250720_205424.jpg
20250720_205424,car,0.7523393630981445,,detections\vehicle_20250720_205424_car.jpg,detections\plate_20250720_205424.jpg
20250720_205425,car,0.7678036689758301,,detections\vehicle_20250720_205425_car.jpg,detections\plate_20250720_205425.jpg
20250720_205425,car,0.7976232171058655,,detections\vehicle_20250720_205425_car.jpg,detections\plate_20250720_205425.jpg
20250720_205425,car,0.6560828685760498,,detections\vehicle_20250720_205425_car.jpg,detections\plate_20250720_205425.jpg
20250720_205425,car,0.8017084002494812,,detections\vehicle_20250720_205425_car.jpg,detections\plate_20250720_205425.jpg
20250720_205425,car,0.8614257574081421,,detections\vehicle_20250720_205425_car.jpg,detections\plate_20250720_205425.jpg
20250720_205425,car,0.867993175983429,,detections\vehicle_20250720_205425_car.jpg,detections\plate_20250720_205425.jpg
20250720_205426,car,0.467436820268631,,detections\vehicle_20250720_205426_car.jpg,detections\plate_20250720_205426.jpg
20250720_205426,car,0.6496831178665161,,detections\vehicle_20250720_205426_car.jpg,detections\plate_20250720_205426.jpg
20250720_205426,car,0.6819387674331665,,detections\vehicle_20250720_205426_car.jpg,detections\plate_20250720_205426.jpg
20250720_205426,car,0.7476801872253418,,detections\vehicle_20250720_205426_car.jpg,detections\plate_20250720_205426.jpg
20250720_205426,car,0.2754371762275696,,detections\vehicle_20250720_205426_car.jpg,detections\plate_20250720_205426.jpg
20250720_205426,car,0.851264476776123,,detections\vehicle_20250720_205426_car.jpg,detections\plate_20250720_205426.jpg
20250720_205427,car,0.7959062457084656,,detections\vehicle_20250720_205427_car.jpg,detections\plate_20250720_205427.jpg
20250720_205432,bus,0.3250191807746887,,detections\vehicle_20250720_205432_bus.jpg,detections\plate_20250720_205432.jpg
20250720_205433,bus,0.2609511613845825,,detections\vehicle_20250720_205433_bus.jpg,detections\plate_20250720_205433.jpg
20250720_205433,bus,0.49901247024536133,,detections\vehicle_20250720_205433_bus.jpg,detections\plate_20250720_205433.jpg
20250720_205434,bus,0.3832014501094818,PS,detections\vehicle_20250720_205434_bus.jpg,detections\plate_20250720_205434.jpg
20250720_205434,bus,0.4646154046058655,,detections\vehicle_20250720_205434_bus.jpg,detections\plate_20250720_205434.jpg
20250720_205434,bus,0.4198153614997864,,detections\vehicle_20250720_205434_bus.jpg,detections\plate_20250720_205434.jpg
20250720_205434,bus,0.30011022090911865,,detections\vehicle_20250720_205434_bus.jpg,detections\plate_20250720_205434.jpg
20250720_205434,bus,0.3754359185695648,PN,detections\vehicle_20250720_205434_bus.jpg,detections\plate_20250720_205434.jpg
20250720_205434,truck,0.3518763780593872,,detections\vehicle_20250720_205434_truck.jpg,detections\plate_20250720_205434.jpg
20250720_205437,car,0.2807628810405731,,detections\vehicle_20250720_205437_car.jpg,detections\plate_20250720_205437.jpg
20250720_205542,car,0.3437548875808716,,detections\vehicle_20250720_205542_car.jpg,detections\plate_20250720_205542.jpg
20250720_205543,car,0.33265742659568787,,detections\vehicle_20250720_205543_car.jpg,detections\plate_20250720_205543.jpg
20250720_205543,car,0.47932252287864685,,detections\vehicle_20250720_205543_car.jpg,detections\plate_20250720_205543.jpg
20250720_205543,car,0.25283244252204895,,detections\vehicle_20250720_205543_car.jpg,detections\plate_20250720_205543.jpg
20250720_205544,car,0.2767987847328186,,detections\vehicle_20250720_205544_car.jpg,detections\plate_20250720_205544.jpg
20250720_205546,car,0.27729445695877075,,detections\vehicle_20250720_205546_car.jpg,detections\plate_20250720_205546.jpg
20250720_205547,car,0.2540591061115265,,detections\vehicle_20250720_205547_car.jpg,detections\plate_20250720_205547.jpg
20250720_205547,car,0.30774861574172974,,detections\vehicle_20250720_205547_car.jpg,detections\plate_20250720_205547.jpg
20250720_205547,car,0.282711386680603,18,detections\vehicle_20250720_205547_car.jpg,detections\plate_20250720_205547.jpg
20250720_205548,car,0.27930253744125366,,detections\vehicle_20250720_205548_car.jpg,detections\plate_20250720_205548.jpg
20250720_205549,truck,0.4988485872745514,,detections\vehicle_20250720_205549_truck.jpg,detections\plate_20250720_205549.jpg
20250720_205549,truck,0.5834913849830627,1,detections\vehicle_20250720_205549_truck.jpg,detections\plate_20250720_205549.jpg
20250720_205549,truck,0.49189671874046326,,detections\vehicle_20250720_205549_truck.jpg,detections\plate_20250720_205549.jpg
20250720_205549,car,0.382662296295166,C,detections\vehicle_20250720_205549_car.jpg,detections\plate_20250720_205549.jpg
20250720_205549,car,0.25178924202919006,,detections\vehicle_20250720_205549_car.jpg,detections\plate_20250720_205549.jpg
20250720_205550,truck,0.6233184337615967,H,detections\vehicle_20250720_205550_truck.jpg,detections\plate_20250720_205550.jpg
20250720_205550,car,0.29567810893058777,7,detections\vehicle_20250720_205550_car.jpg,detections\plate_20250720_205550.jpg
20250720_205551,car,0.25840309262275696,,detections\vehicle_20250720_205551_car.jpg,detections\plate_20250720_205551.jpg
20250720_205551,car,0.35676372051239014,,detections\vehicle_20250720_205551_car.jpg,detections\plate_20250720_205551.jpg
20250720_205553,truck,0.3329889178276062,1,detections\vehicle_20250720_205553_truck.jpg,detections\plate_20250720_205553.jpg
20250720_205554,truck,0.7032175660133362,,detections\vehicle_20250720_205554_truck.jpg,detections\plate_20250720_205554.jpg
20250720_205554,truck,0.3962499499320984,,detections\vehicle_20250720_205554_truck.jpg,detections\plate_20250720_205554.jpg
20250720_205554,truck,0.3181963264942169,3,detections\vehicle_20250720_205554_truck.jpg,detections\plate_20250720_205554.jpg
20250720_205555,truck,0.27381229400634766,,detections\vehicle_20250720_205555_truck.jpg,detections\plate_20250720_205555.jpg
20250720_205555,truck,0.3820566236972809,,detections\vehicle_20250720_205555_truck.jpg,detections\plate_20250720_205555.jpg
20250720_205555,truck,0.3453931510448456,,detections\vehicle_20250720_205555_truck.jpg,detections\plate_20250720_205555.jpg
20250720_205634,car,0.3638737201690674,,detections\vehicle_20250720_205634_car.jpg,detections\plate_20250720_205634.jpg
